latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
43.1073,24.61076,336.8,0.45,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,292.5,5.9,D
43.12133,24.42832,355.1,0.46,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,293.9,9.2,D
43.12025,24.42267,337.5,0.46,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,293.5,9.2,D
43.41541,25.13695,326.4,0.43,0.38,2018-10-19,1054,N,VIIRS,n,1.0NRT,293.6,2.9,D
43.17591,23.73227,337.1,0.49,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,292.4,8.5,D
43.52231,25.54272,329.2,0.42,0.38,2018-10-19,1054,N,VIIRS,n,1.0NRT,287.3,2.4,D
43.17837,23.72516,334.8,0.49,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,296.6,8.5,D
43.53933,25.27074,352.6,0.43,0.38,2018-10-19,1054,N,VIIRS,n,1.0NRT,293.9,10.6,D
43.344,24.23938,330.1,0.46,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,292.9,5.9,D
43.54276,25.26954,339,0.43,0.38,2018-10-19,1054,N,VIIRS,n,1.0NRT,292.7,4.7,D
43.34808,24.10435,336.7,0.47,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,294.5,8,D
43.35164,24.10306,343.6,0.47,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,293.3,109.9,D
43.3541,24.09611,367,0.47,0.4,2018-10-19,1054,N,VIIRS,h,1.0NRT,347.3,109.9,D
43.3552,24.10177,337.8,0.47,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,311.7,109.9,D
43.35299,24.09045,334.8,0.47,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,295.5,13.4,D
43.35766,24.09483,348.6,0.47,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,301,73.9,D
43.35656,24.08917,336,0.47,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,296.9,8.9,D
43.48014,24.43235,328.5,0.45,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,294,1.9,D
43.53879,24.68035,325.8,0.45,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,292,3.5,D
43.6033,24.80658,334,0.44,0.38,2018-10-19,1054,N,VIIRS,n,1.0NRT,291.7,4,D
43.65803,25.08169,331.2,0.43,0.38,2018-10-19,1054,N,VIIRS,n,1.0NRT,292.9,4,D
43.65705,25.07641,330.6,0.43,0.38,2018-10-19,1054,N,VIIRS,n,1.0NRT,292.5,4,D
43.60677,24.80537,332.4,0.44,0.38,2018-10-19,1054,N,VIIRS,n,1.0NRT,293.5,4,D
43.55133,24.47154,335.9,0.45,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,297.9,6.8,D
43.55862,24.24691,331.9,0.46,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,293.7,2.7,D
43.96653,26.45897,351,0.4,0.37,2018-10-19,1054,N,VIIRS,n,1.0NRT,286.4,6.9,D
43.61235,24.50615,335.2,0.45,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,293,2.4,D
43.44395,23.64611,329.1,0.48,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,285.6,5.7,D
43.44276,23.64019,352.6,0.48,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,291,5.7,D
43.44638,23.63889,328.6,0.48,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,290.1,5.7,D
43.44521,23.63302,329.7,0.48,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,290.5,4,D
43.44881,23.63166,325.3,0.48,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,291.1,3.4,D
44.00055,26.4322,348,0.4,0.37,2018-10-19,1054,N,VIIRS,n,1.0NRT,292.1,7.5,D
43.96995,26.23351,345.6,0.4,0.37,2018-10-19,1054,N,VIIRS,n,1.0NRT,290.7,13,D
43.68013,24.5686,334,0.45,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,291.8,10.4,D
43.6791,24.56315,349.3,0.45,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,300.5,9.7,D
43.67808,24.55771,342.5,0.45,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,295.9,9.7,D
43.68156,24.55646,332,0.45,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,294.5,5.1,D
43.68053,24.55102,334.7,0.45,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,295.3,3.3,D
43.53612,23.78013,331.4,0.48,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,288.7,3,D
43.5397,23.77877,330.8,0.48,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,287,4.3,D
43.58386,23.96626,334.9,0.47,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,295.8,5.4,D
43.58741,23.96494,348,0.47,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,295.8,5.4,D
43.6107,24.06596,348.1,0.47,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,292.8,6.3,D
43.58654,23.96293,347.8,0.47,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,297.3,8.7,D
43.61136,24.06941,335.6,0.47,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,291.6,4.1,D
43.61025,24.06376,336.3,0.47,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,291,4.1,D
43.7307,24.53039,333.4,0.45,0.39,2018-10-19,1054,N,VIIRS,n,1.0NRT,292.5,3.2,D
43.65878,23.94227,331.8,0.47,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,293.9,1.7,D
43.64987,23.89657,331,0.47,0.4,2018-10-19,1054,N,VIIRS,n,1.0NRT,289.6,4.4,D
42.71504,24.17176,306.5,0.61,0.71,2018-10-19,2312,N,VIIRS,n,1.0NRT,278.7,1.8,N
43.28183,23.46635,296.8,0.42,0.45,2018-10-20,0054,N,VIIRS,n,1.0NRT,281,0.5,N
42.7131,24.1723,338.3,0.47,0.48,2018-10-20,0054,N,VIIRS,n,1.0NRT,281.7,5.2,N
42.71294,24.17135,343.8,0.47,0.48,2018-10-20,0054,N,VIIRS,n,1.0NRT,280.8,8.4,N
42.30945,23.02796,325.7,0.59,0.53,2018-10-20,1036,N,VIIRS,n,1.0NRT,291.3,3.1,D
43.67785,27.97291,352.5,0.5,0.41,2018-10-20,1036,N,VIIRS,n,1.0NRT,293.9,7.6,D
43.6815,27.97152,328.6,0.5,0.41,2018-10-20,1036,N,VIIRS,n,1.0NRT,289.7,7.6,D
43.76785,27.98831,326.7,0.5,0.41,2018-10-20,1036,N,VIIRS,n,1.0NRT,294.9,1.9,D
43.72385,27.67594,325.8,0.51,0.41,2018-10-20,1036,N,VIIRS,n,1.0NRT,291.2,2.2,D
43.72754,27.67452,336.2,0.51,0.41,2018-10-20,1036,N,VIIRS,n,1.0NRT,292.1,5.3,D
43.94823,27.82479,327,0.5,0.41,2018-10-20,1036,N,VIIRS,n,1.0NRT,292.6,3,D
43.62233,24.0914,332.2,0.49,0.48,2018-10-20,1036,N,VIIRS,n,1.0NRT,287.1,22.7,D
43.61953,24.07966,345,0.49,0.48,2018-10-20,1036,N,VIIRS,n,1.0NRT,286.7,20.8,D
43.62523,24.08359,346.8,0.49,0.48,2018-10-20,1036,N,VIIRS,n,1.0NRT,287,8.5,D
42.3103,23.02861,350.9,0.49,0.65,2018-10-20,1218,N,VIIRS,n,1.0NRT,293.9,7.1,D
42.3101,23.02203,343.9,0.48,0.65,2018-10-20,1218,N,VIIRS,n,1.0NRT,291.4,7.1,D
42.31041,23.02462,356.6,0.49,0.65,2018-10-20,1218,N,VIIRS,n,1.0NRT,293.5,14.2,D
43.61047,24.07998,367,0.56,0.69,2018-10-20,1218,N,VIIRS,h,1.0NRT,291.8,33.2,D
43.61699,24.08708,367,0.56,0.69,2018-10-20,1218,N,VIIRS,l,1.0NRT,286.6,45,D
