latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp
43.65399,28.34551,336.2,0.54,0.42,2017-10-04,1123,N,VIIRS,n,1,299.3,3
43.60773,28.25784,342.7,0.39,0.36,2017-10-05,1104,N,VIIRS,n,1,301.6,4
43.66256,28.34173,333.5,0.43,0.38,2017-10-06,1045,N,VIIRS,n,1,293.9,2.6
43.65178,28.18152,335.8,0.4,0.37,2017-10-11,1051,N,VIIRS,n,1,295.7,2.7
43.65347,28.1501,345.8,0.4,0.37,2017-10-11,1051,N,VIIRS,n,1,296.5,3.8
43.65869,28.22545,353.5,0.51,0.66,2017-10-14,0955,N,VIIRS,n,1,288.8,6.2
43.69686,28.14826,356.2,0.52,0.5,2017-10-18,1020,N,VIIRS,n,1,304.4,17.9
43.73928,28.29539,338.7,0.53,0.67,2017-10-18,1201,N,VIIRS,n,1,298.3,4.5
43.67679,28.21094,367,0.43,0.62,2017-10-19,1001,N,VIIRS,h,1,300.5,16
43.72973,28.30984,341.2,0.61,0.53,2017-10-19,1142,N,VIIRS,n,1,285.4,6.4
43.6493,28.14263,329.7,0.53,0.42,2017-10-20,1123,N,VIIRS,n,1,302.2,2.9
43.67255,28.13823,348.8,0.53,0.42,2017-10-20,1123,N,VIIRS,n,1,302.6,4.7
43.67189,28.13152,333.9,0.53,0.42,2017-10-20,1123,N,VIIRS,n,1,302.1,4.7
43.59149,28.24473,330,0.49,0.4,2017-11-02,1039,N,VIIRS,n,1,290.1,4.1
43.68531,28.29319,305.3,0.67,0.74,2018-08-01,2254,N,VIIRS,n,1,286.3,0.9
43.03355,27.60573,354.1,0.39,0.36,2012-10-02,1054,N,VIIRS,n,1,308.9,17.9
43.03277,27.60099,331.3,0.39,0.36,2012-10-02,1054,N,VIIRS,l,1,305.1,11
43.03684,27.60473,344.6,0.39,0.36,2012-10-02,1054,N,VIIRS,n,1,298.7,17.9
43.03606,27.59999,336.6,0.39,0.36,2012-10-02,1054,N,VIIRS,n,1,302.9,11
43.03131,27.62615,347.4,0.58,0.52,2012-10-04,1017,N,VIIRS,n,1,290.1,8.9
43.03043,27.62557,345.7,0.58,0.52,2012-10-04,1017,N,VIIRS,n,1,290.6,7.8
43.18071,27.72016,330.5,0.46,0.39,2012-10-24,1042,N,VIIRS,n,1,287,2.7
43.14634,27.60515,367,0.33,0.55,2012-10-26,1145,N,VIIRS,h,1,299.6,8.9
43.13828,27.83128,307.9,0.5,0.41,2012-10-27,2343,N,VIIRS,n,1,264.3,2.6
43.19733,27.67402,343.7,0.33,0.56,2012-12-13,1145,N,VIIRS,n,1,275.8,4.7
43.16856,27.80741,347.1,0.48,0.48,2013-03-09,1133,N,VIIRS,n,1,292.8,6.1
43.17302,27.80703,337.7,0.48,0.48,2013-03-09,1133,N,VIIRS,n,1,289.9,6.1
43.24482,27.93362,302.2,0.38,0.36,2013-05-07,0004,N,VIIRS,n,1,282.2,0.4
43.24665,27.93396,299.6,0.47,0.64,2013-05-09,2307,N,VIIRS,n,1,282,0.7
43.21755,27.80071,327.9,0.4,0.44,2013-06-11,1031,N,VIIRS,n,1,296.3,1.6
42.9819,27.85225,338.1,0.41,0.61,2013-07-14,1153,N,VIIRS,n,1,296.9,6
43.20396,27.75375,341.6,0.4,0.37,2013-07-27,1109,N,VIIRS,l,1,313.3,8.9
43.1594,27.6101,344.3,0.41,0.37,2013-08-13,1051,N,VIIRS,n,1,308.3,1.8
43.24519,27.9038,306.4,0.52,0.42,2013-08-15,0029,N,VIIRS,n,1,291.7,1.2
43.21111,27.72234,319,0.52,0.41,2013-08-15,0029,N,VIIRS,n,1,289.9,2.5
43.20978,27.72859,300.4,0.52,0.41,2013-08-15,0029,N,VIIRS,n,1,289,0.6
43.12387,27.77893,348.3,0.45,0.39,2013-08-17,1116,N,VIIRS,n,1,306.9,12.5
43.24401,27.89819,344.3,0.39,0.36,2013-08-18,1057,N,VIIRS,n,1,309.5,25.6
43.24843,27.6762,343,0.52,0.41,2013-08-19,1038,N,VIIRS,n,1,305.9,8.1
43.25218,27.67495,344.1,0.52,0.41,2013-08-19,1038,N,VIIRS,n,1,312.5,8.1
43.25055,27.67493,346.2,0.52,0.41,2013-08-19,1038,N,VIIRS,n,1,311.9,15.7
43.24379,27.67813,342.6,0.56,0.52,2013-08-20,1020,N,VIIRS,n,1,296.9,5.4
43.24842,27.67632,353.2,0.56,0.52,2013-08-20,1020,N,VIIRS,n,1,296,13.4
43.24356,27.6768,339.9,0.56,0.52,2013-08-20,1020,N,VIIRS,n,1,296.3,7.1
43.2482,27.67501,351.9,0.56,0.52,2013-08-20,1020,N,VIIRS,n,1,294,13.7
43.23958,27.66919,331.5,0.49,0.65,2013-08-20,1200,N,VIIRS,n,1,300.1,3.2
43.24603,27.68152,335.4,0.49,0.65,2013-08-20,1200,N,VIIRS,n,1,300.3,11.7
43.24566,27.66832,335.9,0.49,0.65,2013-08-20,1200,N,VIIRS,n,1,302.1,3.2
43.24623,27.67933,344.3,0.49,0.65,2013-08-20,1200,N,VIIRS,n,1,301.1,7.3
43.24592,27.66613,333.8,0.49,0.65,2013-08-20,1200,N,VIIRS,n,1,300.7,7.1
43.07622,27.6883,341.4,0.41,0.37,2013-08-29,1051,N,VIIRS,n,1,295.7,6.3
43.07443,27.67824,341.2,0.41,0.37,2013-08-29,1051,N,VIIRS,n,1,302.3,7.4
43.07779,27.67715,336.5,0.41,0.37,2013-08-29,1051,N,VIIRS,n,1,294.1,7.4
43.14887,27.91475,335.6,0.39,0.36,2013-09-03,1057,N,VIIRS,n,1,302.9,3.5
43.02094,27.66175,335.9,0.39,0.36,2013-09-08,1104,N,VIIRS,n,1,294.3,5.4
43.1044,27.65074,338.9,0.52,0.42,2013-10-22,1039,N,VIIRS,n,1,292.8,4.1
43.02534,27.61608,326.3,0.57,0.52,2013-10-23,1020,N,VIIRS,n,1,293.7,3.7
43.02991,27.61387,340.6,0.57,0.52,2013-10-23,1020,N,VIIRS,n,1,293.9,6
43.02818,27.60708,330.5,0.57,0.52,2013-10-23,1020,N,VIIRS,n,1,292.3,6
43.03071,27.62074,339.3,0.49,0.65,2013-10-23,1201,N,VIIRS,n,1,292.1,6.1
43.03302,27.86783,337,0.57,0.52,2014-03-17,1145,N,VIIRS,n,1,289.4,6.2
42.99701,27.70205,303.4,0.44,0.39,2014-07-02,2358,N,VIIRS,n,1,284.9,0.6
43.10736,27.74012,328.4,0.57,0.52,2014-10-11,1150,N,VIIRS,n,1,293.6,3.1
43.05663,27.83766,353.8,0.4,0.44,2015-01-08,1039,N,VIIRS,n,1,278.9,6.2
43.24353,27.71315,345.3,0.4,0.44,2015-07-03,1036,N,VIIRS,n,1,300.3,5
43.25153,27.65624,303.2,0.45,0.39,2016-07-23,2352,N,VIIRS,n,1,289.6,0.6
43.17614,27.74809,347.2,0.46,0.39,2016-08-16,1045,N,VIIRS,n,1,303.7,8.9
43.24953,27.74229,332.7,0.39,0.36,2017-03-06,1057,N,VIIRS,n,1,294.9,3.7
43.27702,27.88788,303,0.57,0.52,2017-06-06,0048,N,VIIRS,n,1,280.7,2.3
43.12335,27.78005,337.3,0.51,0.41,2017-10-04,1122,N,VIIRS,n,1,296,6.9
42.98152,27.79912,329.4,0.39,0.36,2017-10-05,1104,N,VIIRS,n,1,297.7,2.1
43.21782,27.80712,336.2,0.34,0.56,2018-07-07,1147,N,VIIRS,n,1,294.7,3.7
43.74205,28.10782,333.8,0.44,0.62,2012-10-05,0958,N,VIIRS,n,1,293.8,1.7
43.52181,28.1125,340.7,0.45,0.47,2012-10-09,1023,N,VIIRS,n,1,300.9,8.6
43.52055,28.10709,327,0.45,0.47,2012-10-09,1023,N,VIIRS,l,1,297.7,5.1
43.52597,28.11069,340.2,0.45,0.47,2012-10-09,1023,N,VIIRS,n,1,299.6,9.6
43.6433,28.07226,347.2,0.62,0.71,2012-10-11,0946,N,VIIRS,n,1,286.5,12.3
43.64095,28.06516,332.8,0.62,0.71,2012-10-11,0946,N,VIIRS,n,1,287.9,8.4
43.64202,28.07217,347.2,0.62,0.71,2012-10-11,0946,N,VIIRS,n,1,287.6,7.1
43.63964,28.06508,328,0.62,0.71,2012-10-11,0946,N,VIIRS,n,1,288.2,7.1
43.54343,28.05951,330.1,0.41,0.45,2012-10-11,1126,N,VIIRS,l,1,300.3,3
43.72939,28.09817,335.6,0.57,0.43,2012-10-14,1030,N,VIIRS,n,1,289.9,21.1
43.5246,28.08823,343.5,0.46,0.39,2012-10-17,1113,N,VIIRS,n,1,309.1,36.6
43.64365,28.08129,338.3,0.38,0.36,2013-09-19,1058,N,VIIRS,n,1,304,2.3
43.64693,28.08032,340.8,0.38,0.36,2013-09-19,1058,N,VIIRS,n,1,304.2,2.3
43.6214,28.10844,347.2,0.52,0.5,2013-09-21,1020,N,VIIRS,n,1,299.6,5.8
43.62694,28.07111,338,0.52,0.5,2013-09-21,1020,N,VIIRS,n,1,296.4,7.1
43.70277,28.09302,338.7,0.7,0.75,2013-10-25,0943,N,VIIRS,n,1,290.2,10.6
43.69995,28.08499,335.4,0.7,0.75,2013-10-25,0943,N,VIIRS,n,1,290.1,7.9
43.70318,28.08874,338.7,0.53,0.42,2013-10-25,1123,N,VIIRS,n,1,295.8,7.1
43.59398,28.05546,325,0.42,0.45,2013-10-30,1130,N,VIIRS,n,1,291.6,3
43.59814,28.05479,327.6,0.42,0.45,2013-10-30,1130,N,VIIRS,n,1,290,3.4
43.65383,28.10961,330.1,0.42,0.45,2013-10-30,1130,N,VIIRS,n,1,288.3,3.5
43.65417,28.11163,331.1,0.42,0.45,2013-10-30,1130,N,VIIRS,n,1,288,2.5
43.6435,28.09297,353.1,0.57,0.43,2014-10-20,1041,N,VIIRS,n,1,299.4,18
43.65945,28.07777,346.5,0.39,0.36,2015-09-25,1100,N,VIIRS,n,1,303.1,7.3
43.68776,28.11238,347.2,0.38,0.36,2016-09-27,1057,N,VIIRS,n,1,303.2,5.4
43.67227,28.09743,350,0.74,0.76,2017-10-12,1213,N,VIIRS,n,1,289.1,10.5
43.68752,28.10231,355.3,0.51,0.66,2017-10-14,0955,N,VIIRS,n,1,287.8,13.5
43.67934,28.07343,335.1,0.51,0.66,2017-10-18,1201,N,VIIRS,n,1,299.8,2.9
42.08942,27.84302,325.8,0.33,0.56,2015-11-20,1149,N,VIIRS,n,1,292.4,1.4
42.08481,27.85076,335.7,0.4,0.37,2015-11-22,1112,N,VIIRS,n,1,287,5.8
43.2345,27.58849,295.1,0.72,0.75,2012-10-03,2252,N,VIIRS,n,1,273.1,2
43.31943,27.44896,344.8,0.41,0.6,2012-10-26,1005,N,VIIRS,n,1,294,6.5
43.23484,27.58855,304.9,0.59,0.7,2013-05-04,2301,N,VIIRS,n,1,283.6,1.8
43.23742,27.58867,297.2,0.41,0.61,2013-05-30,2313,N,VIIRS,n,1,285.7,1.4
43.23593,27.58702,299.9,0.71,0.75,2013-05-31,2254,N,VIIRS,n,1,280.2,1.9
43.2349,27.58801,303.4,0.72,0.75,2013-07-02,2254,N,VIIRS,n,1,284.8,2.2
43.2356,27.58882,298.5,0.42,0.61,2013-07-17,2313,N,VIIRS,n,1,285.3,0.9
43.23599,27.5883,307.9,0.6,0.7,2013-08-08,2301,N,VIIRS,n,1,291.3,2.2
43.23638,27.5877,302.1,0.5,0.66,2013-08-13,2307,N,VIIRS,n,1,288.4,1.6
43.23486,27.58789,297.7,0.64,0.72,2013-08-23,0119,N,VIIRS,n,1,285.1,1.5
43.23772,27.5881,300.4,0.71,0.75,2013-09-04,2255,N,VIIRS,n,1,281.7,2
43.25986,27.51234,330.8,0.39,0.36,2013-09-19,1058,N,VIIRS,l,1,303.4,1.4
43.34715,27.44267,348.9,0.39,0.36,2013-09-19,1058,N,VIIRS,n,1,305.8,7.5
43.24838,27.53822,342.4,0.57,0.52,2013-09-21,1020,N,VIIRS,n,1,297.7,9
43.25297,27.53617,347.4,0.57,0.52,2013-09-21,1020,N,VIIRS,n,1,298.3,9
43.28525,27.51353,330.7,0.57,0.52,2013-10-07,1020,N,VIIRS,n,1,292.3,3.2
43.3397,27.43025,333.7,0.44,0.38,2013-10-20,1117,N,VIIRS,n,1,294,3.2
43.30473,27.48779,332.2,0.4,0.37,2013-11-16,1111,N,VIIRS,n,1,290.4,3.3
43.30317,27.50748,331.3,0.38,0.36,2014-03-19,1107,N,VIIRS,n,1,300.1,2.4
43.3238,27.5879,337.3,0.39,0.36,2014-09-11,1112,N,VIIRS,n,1,303.6,2.2
43.23441,27.58635,295.1,0.71,0.75,2014-09-23,2303,N,VIIRS,n,1,280.5,1.5
43.3285,27.49819,346.2,0.46,0.47,2014-11-07,1143,N,VIIRS,n,1,293.7,9.2
43.2759,27.44579,329.5,0.34,0.56,2014-12-24,1021,N,VIIRS,n,1,287.4,2.2
43.34804,27.46443,338.2,0.38,0.36,2015-11-01,1106,N,VIIRS,n,1,285.6,2.6
43.35132,27.46351,329.7,0.38,0.36,2015-11-01,1106,N,VIIRS,n,1,287.5,2.2
43.36811,27.46983,332.8,0.45,0.47,2016-09-09,1135,N,VIIRS,n,1,300.9,2.4
43.99727,27.28446,332.4,0.54,0.68,2013-09-17,0955,N,VIIRS,n,1,288.9,8.6
44.00078,27.28428,351,0.54,0.68,2013-09-17,0955,N,VIIRS,n,1,292.9,6.2
44.03981,27.27866,337.7,0.45,0.39,2013-09-25,1045,N,VIIRS,n,1,306,34.9
43.99168,27.27529,340.6,0.55,0.51,2013-10-08,1142,N,VIIRS,n,1,293.3,3.6
44.0074,27.27411,331.3,0.5,0.41,2013-10-25,1123,N,VIIRS,n,1,297.9,5
44.00691,27.28114,337.9,0.39,0.36,2013-10-26,1104,N,VIIRS,n,1,298.4,3.5
44.04182,27.30535,345.3,0.47,0.64,2013-11-08,1201,N,VIIRS,n,1,292,7
44.03856,27.31224,346.1,0.39,0.36,2014-01-14,1106,N,VIIRS,n,1,268.3,4.7
44.03785,27.30746,342.3,0.39,0.36,2014-01-14,1106,N,VIIRS,n,1,268.7,5.5
44.04185,27.3113,335.7,0.39,0.36,2014-01-14,1106,N,VIIRS,n,1,269.5,4
44.03588,27.3347,334.4,0.39,0.36,2014-09-22,1106,N,VIIRS,n,1,296.2,3.3
44.04192,27.35094,325.7,0.47,0.48,2014-09-29,1034,N,VIIRS,n,1,294.9,2.4
44.00774,27.29075,367,0.39,0.59,2014-09-30,1016,N,VIIRS,h,1,297.5,9.6
44.00671,27.28648,367,0.33,0.55,2014-09-30,1156,N,VIIRS,h,1,305.3,10.2
44.00541,27.28293,352.4,0.64,0.72,2014-10-01,0957,N,VIIRS,n,1,294.6,10
44.00272,27.27498,348.7,0.64,0.72,2014-10-01,0957,N,VIIRS,n,1,290.8,10
44.00132,27.28015,356.1,0.64,0.72,2014-10-01,0957,N,VIIRS,n,1,293.8,8
44.04017,27.31039,330.1,0.33,0.55,2014-10-05,1022,N,VIIRS,n,1,292,2.8
44.04396,27.30411,339.8,0.33,0.55,2014-10-05,1022,N,VIIRS,n,1,294.1,6.4
43.99748,27.33099,351.6,0.4,0.6,2014-10-21,1203,N,VIIRS,n,1,286.7,7.4
44.00904,27.34108,356.3,0.4,0.6,2014-10-21,1203,N,VIIRS,n,1,286.1,7.1
44.00883,27.33566,353.7,0.4,0.6,2014-10-21,1203,N,VIIRS,n,1,286.4,7.1
44.04396,27.33146,351.5,0.54,0.68,2014-10-22,1003,N,VIIRS,n,1,290.5,6.5
44.04367,27.30881,331.1,0.54,0.68,2014-10-22,1003,N,VIIRS,n,1,291,6.4
44.03306,27.30667,330.5,0.46,0.47,2014-10-22,1144,N,VIIRS,n,1,292.8,3.2
44.03932,27.32932,340.5,0.46,0.47,2014-10-22,1144,N,VIIRS,n,1,295.9,26
44.04369,27.32874,342.5,0.46,0.47,2014-10-22,1144,N,VIIRS,n,1,295.7,25.3
44.04322,27.32296,350,0.46,0.47,2014-10-22,1144,N,VIIRS,n,1,309.9,25.3
44.04275,27.31715,338.8,0.46,0.47,2014-10-22,1144,N,VIIRS,n,1,295.6,8.3
44.04663,27.31063,352.4,0.46,0.47,2014-10-22,1144,N,VIIRS,n,1,296.3,8.3
44.03889,27.32135,351.9,0.46,0.47,2014-10-22,1144,N,VIIRS,n,1,304.1,27.3
44.0437,27.32657,348.8,0.46,0.47,2014-10-22,1144,N,VIIRS,n,1,298,18.9
44.04326,27.32078,347.4,0.46,0.47,2014-10-22,1144,N,VIIRS,n,1,308.5,26.2
44.04763,27.32019,341.1,0.46,0.47,2014-10-22,1144,N,VIIRS,n,1,296.8,26.2
44.04718,27.31428,343.5,0.46,0.47,2014-10-22,1144,N,VIIRS,n,1,294.5,26.2
44.01353,27.2874,340.9,0.67,0.73,2015-09-05,1216,N,VIIRS,n,1,296.3,5.5
44.06535,27.29332,327.5,0.41,0.37,2015-10-06,1054,N,VIIRS,n,1,298.7,11
43.99322,27.29201,343.1,0.43,0.38,2016-09-10,1116,N,VIIRS,n,1,317.8,48.8
43.99738,27.29656,340.4,0.43,0.38,2016-09-10,1116,N,VIIRS,n,1,312.1,24.1
43.99672,27.29119,335.9,0.43,0.38,2016-09-10,1116,N,VIIRS,l,1,308.6,19.8
43.99647,27.29403,349.5,0.43,0.38,2016-09-10,1116,N,VIIRS,n,1,316.9,27.9
43.99409,27.30433,347.5,0.38,0.36,2016-09-16,1104,N,VIIRS,n,1,307.3,4.8
44.0098,27.29487,343.5,0.38,0.36,2016-09-16,1104,N,VIIRS,n,1,310.6,12.6
44.01642,27.32473,334.4,0.46,0.39,2016-10-03,1045,N,VIIRS,n,1,302.8,3.1
44.00526,27.2747,327.4,0.39,0.36,2017-10-16,1058,N,VIIRS,n,1,294.1,1.3
44.02189,27.33861,340.8,0.52,0.41,2017-10-17,1039,N,VIIRS,n,1,298.3,5.8
44.02712,27.27698,330.4,0.47,0.48,2017-10-23,1026,N,VIIRS,n,1,281.5,7.7
43.97999,27.4076,329.2,0.51,0.41,2017-11-02,1039,N,VIIRS,n,1,289,30.2
43.97737,27.39484,345.8,0.51,0.41,2017-11-02,1039,N,VIIRS,n,1,291.9,14.4
43.98238,27.39983,328.3,0.51,0.41,2017-11-02,1039,N,VIIRS,n,1,287.5,3.1
43.39278,27.37634,299.4,0.39,0.44,2013-09-05,0036,N,VIIRS,n,1,281,0.3
43.68193,27.28301,354.6,0.55,0.68,2013-09-17,0955,N,VIIRS,n,1,290,13.4
43.19207,27.27563,333.3,0.43,0.38,2013-09-18,1116,N,VIIRS,n,1,299.9,5
42.97712,27.31481,323.2,0.4,0.37,2013-09-22,0018,N,VIIRS,n,1,285.1,1.4
43.32427,27.4078,367,0.57,0.69,2013-09-26,1207,N,VIIRS,h,1,303.7,20
43.32981,27.40187,345.1,0.57,0.69,2013-09-26,1207,N,VIIRS,n,1,302.1,38.7
43.58817,27.35822,298.1,0.44,0.38,2013-09-27,0024,N,VIIRS,n,1,286.5,0.4
43.58472,27.35697,305.1,0.44,0.38,2013-09-27,0024,N,VIIRS,n,1,286.9,1.3
43.85445,27.35814,328.7,0.56,0.51,2013-10-07,1020,N,VIIRS,n,1,290.8,5
43.57076,27.36474,333.6,0.55,0.51,2013-10-08,1142,N,VIIRS,n,1,293.1,3.8
43.52709,27.3618,336.7,0.39,0.36,2013-10-21,1058,N,VIIRS,n,1,297.1,4.3
43.64822,27.40339,342.4,0.48,0.65,2013-10-23,1201,N,VIIRS,n,1,292.4,5.8
43.52978,27.41365,352.5,0.55,0.51,2013-10-24,1142,N,VIIRS,n,1,298.7,18.5
43.75808,27.30189,337,0.5,0.41,2013-10-25,1123,N,VIIRS,n,1,298.1,8.2
43.56106,27.41426,332.9,0.39,0.36,2013-10-26,1104,N,VIIRS,n,1,296.2,6.6
43.69703,27.32321,333.3,0.38,0.36,2013-10-26,1104,N,VIIRS,n,1,295.8,3.2
43.17727,27.30776,341.4,0.47,0.39,2013-10-27,1045,N,VIIRS,n,1,298.4,4.7
43.69773,27.28174,328.2,0.46,0.39,2013-10-27,1046,N,VIIRS,n,1,297.9,2.5
43.58129,27.42042,335.5,0.39,0.44,2013-10-30,1130,N,VIIRS,n,1,293.5,7.3
43.58532,27.41976,340.1,0.39,0.44,2013-10-30,1130,N,VIIRS,n,1,298.5,7.3
43.58937,27.41914,340.3,0.39,0.44,2013-10-30,1130,N,VIIRS,n,1,292.7,3.9
43.05849,27.32439,326.8,0.58,0.7,2013-11-04,0956,N,VIIRS,n,1,281.4,4
43.06053,27.3237,332.8,0.45,0.47,2013-11-04,1136,N,VIIRS,n,1,289,3.7
43.85863,27.32255,338.1,0.47,0.64,2013-11-08,1201,N,VIIRS,n,1,289,6.7
43.72874,27.3297,334.7,0.76,0.77,2013-11-10,0943,N,VIIRS,n,1,290.4,7
43.73084,27.32343,325.4,0.76,0.77,2013-11-10,0943,N,VIIRS,n,1,289.1,5.4
43.72925,27.32401,327.3,0.5,0.41,2013-11-10,1123,N,VIIRS,n,1,284.8,3.2
43.72983,27.32823,335.7,0.5,0.41,2013-11-10,1123,N,VIIRS,n,1,285.9,7.2
43.84104,27.32956,343.5,0.5,0.41,2013-11-10,1123,N,VIIRS,n,1,278.7,5
43.79928,27.329,347.6,0.4,0.37,2013-11-16,1111,N,VIIRS,n,1,289.2,5.1
43.79861,27.32407,353.2,0.4,0.37,2013-11-16,1111,N,VIIRS,n,1,290,9.6
43.79988,27.33168,348.1,0.4,0.37,2013-11-16,1111,N,VIIRS,n,1,287.9,6.4
43.72865,27.34904,305.9,0.42,0.37,2014-01-13,0000,N,VIIRS,n,1,270.9,1.2
43.5937,27.38784,338.5,0.4,0.37,2014-07-30,1117,N,VIIRS,n,1,302.4,1.6
43.59312,27.40008,334.5,0.39,0.36,2014-08-05,1104,N,VIIRS,l,1,308.7,2.9
43.7366,27.38875,347,0.41,0.37,2014-08-16,1058,N,VIIRS,n,1,300.7,6.2
43.54181,27.38206,367,0.4,0.6,2014-08-29,1015,N,VIIRS,h,1,303.3,11.2
43.54705,27.3793,339.6,0.4,0.6,2014-08-29,1015,N,VIIRS,n,1,300.4,14.3
43.5418,27.38246,339.4,0.33,0.55,2014-08-29,1155,N,VIIRS,n,1,302.5,3.6
43.90063,27.36471,349.6,0.4,0.44,2014-09-18,1040,N,VIIRS,n,1,304.4,143
43.89953,27.35985,320.5,0.4,0.44,2014-09-18,1040,N,VIIRS,l,1,321.1,143
43.90629,27.35146,356,0.4,0.44,2014-09-18,1040,N,VIIRS,n,1,306.1,38.7
43.87531,27.3778,342,0.39,0.36,2014-09-22,1106,N,VIIRS,l,1,316.1,119
43.55286,27.37897,353.2,0.4,0.6,2014-09-30,1015,N,VIIRS,n,1,298.4,5.4
43.64448,27.41112,325.5,0.45,0.39,2014-10-14,1053,N,VIIRS,l,1,297.6,3.8
43.08231,27.44074,326.5,0.67,0.74,2014-10-17,0957,N,VIIRS,n,1,282.9,4.5
43.59896,27.42581,338.5,0.41,0.45,2014-10-20,1041,N,VIIRS,n,1,294.2,3
43.88656,27.34443,367,0.68,0.74,2014-10-20,1222,N,VIIRS,h,1,294.7,16.3
43.88653,27.3527,355.7,0.68,0.74,2014-10-20,1222,N,VIIRS,n,1,291.9,16.3
43.89351,27.34481,353.4,0.68,0.74,2014-10-20,1222,N,VIIRS,n,1,292.8,17
43.65413,27.4243,328.1,0.4,0.6,2014-10-21,1202,N,VIIRS,n,1,270.2,3.4
43.49845,27.44885,325.5,0.56,0.69,2014-10-22,1003,N,VIIRS,n,1,292.8,1.8
43.15387,27.39677,299.6,0.4,0.37,2015-03-20,0022,N,VIIRS,n,1,267.2,0.2
43.18979,27.36965,336.4,0.42,0.38,2015-04-13,1056,N,VIIRS,n,1,301.2,2.8
43.60474,27.42372,346,0.4,0.37,2015-08-02,1113,N,VIIRS,n,1,307.4,5.5
43.13758,27.45927,304.6,0.42,0.61,2015-08-08,2318,N,VIIRS,n,1,288,0.6
43.1422,27.45983,307.3,0.42,0.61,2015-08-08,2318,N,VIIRS,n,1,288.4,1.5
43.55611,27.45371,330.9,0.52,0.42,2015-08-09,1042,N,VIIRS,l,1,302.8,3.1
43.55634,27.45902,298.3,0.39,0.44,2015-08-10,0039,N,VIIRS,n,1,283.4,0.6
43.62748,27.4271,332,0.56,0.69,2015-09-16,1209,N,VIIRS,n,1,301.4,2.3
43.6277,27.42621,330.3,0.56,0.69,2015-09-16,1209,N,VIIRS,n,1,301.5,2.4
43.8289,27.34128,332.2,0.32,0.55,2015-09-17,1151,N,VIIRS,n,1,298.6,2.1
43.53107,27.42816,335.2,0.57,0.43,2015-09-18,1131,N,VIIRS,n,1,305,3.5
43.73038,27.30029,343.2,0.4,0.37,2015-09-19,1113,N,VIIRS,n,1,305.8,3.5
43.56195,27.40123,337.3,0.41,0.45,2015-09-21,1035,N,VIIRS,n,1,302.5,5.3
43.51827,27.44698,354.9,0.67,0.74,2015-09-21,1216,N,VIIRS,n,1,295.6,5.3
43.58053,27.39668,353.8,0.67,0.74,2015-09-21,1216,N,VIIRS,n,1,299.5,19.4
43.28633,27.41961,329.7,0.35,0.57,2016-04-01,1014,N,VIIRS,n,1,285.5,2.2
43.8186,27.34468,352.3,0.52,0.42,2016-07-10,1039,N,VIIRS,n,1,317.4,36.7
43.81726,27.33826,296.7,0.52,0.42,2016-07-10,1039,N,VIIRS,l,1,302.4,24.4
43.82099,27.33682,331,0.52,0.42,2016-07-10,1039,N,VIIRS,n,1,294.2,24.4
43.1411,27.46269,341.4,0.41,0.37,2016-07-12,0017,N,VIIRS,n,1,291.3,5.7
43.18881,27.38788,344.7,0.45,0.47,2016-07-23,1135,N,VIIRS,n,1,303.7,7.6
43.14338,27.33651,316,0.49,0.49,2016-07-24,2333,N,VIIRS,n,1,287.6,2
43.1466,27.33674,299.7,0.49,0.49,2016-07-24,2333,N,VIIRS,n,1,287.6,0.5
43.1409,27.33655,338.5,0.39,0.36,2016-07-25,1058,N,VIIRS,l,1,312.4,5.5
43.84106,27.43009,296.8,0.36,0.57,2016-07-30,2320,N,VIIRS,n,1,286.1,0.3
43.94048,27.44622,308.1,0.44,0.46,2016-08-01,0042,N,VIIRS,n,1,289.6,0.9
43.17195,27.42005,339.1,0.39,0.36,2016-08-10,1057,N,VIIRS,l,1,311.2,9
43.7641,27.3271,298.4,0.5,0.49,2016-08-25,2333,N,VIIRS,n,1,284,1.5
43.89129,27.41699,325.9,0.54,0.42,2016-09-04,2345,N,VIIRS,n,1,286.8,1.6
43.89063,27.42459,298.3,0.54,0.42,2016-09-04,2345,N,VIIRS,n,1,285.8,0.9
43.89024,27.42047,295.4,0.69,0.75,2016-09-05,0125,N,VIIRS,n,1,284.4,1.3
43.05628,27.33015,346.2,0.43,0.46,2016-09-07,1032,N,VIIRS,n,1,299.3,5.3
43.19891,27.40253,338.5,0.43,0.38,2016-09-10,1116,N,VIIRS,n,1,305.3,4.7
43.63222,27.45603,306.9,0.4,0.37,2016-09-14,0017,N,VIIRS,n,1,286.3,0.9
43.56338,27.36098,315.6,0.62,0.72,2016-09-17,2301,N,VIIRS,n,1,286,1.7
43.58568,27.44991,328.6,0.33,0.55,2016-09-19,1148,N,VIIRS,n,1,283.9,5.6
43.84441,27.35215,328.1,0.39,0.36,2016-09-27,1057,N,VIIRS,n,1,294.6,1.6
43.58883,27.3809,356.3,0.53,0.42,2016-09-28,1039,N,VIIRS,n,1,301.6,21.9
43.59389,27.3858,333.2,0.53,0.42,2016-09-28,1039,N,VIIRS,n,1,298.5,8.3
43.58967,27.37899,367,0.53,0.42,2016-09-28,1039,N,VIIRS,h,1,304.6,18.2
43.58833,27.37267,346.9,0.53,0.42,2016-09-28,1039,N,VIIRS,n,1,307.3,21.5
