latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp
43.33437,24.04654,325.7,0.43,0.46,2012-10-08,1042,N,VIIRS,n,1,294.3,2.1
43.35528,24.03754,300.1,0.39,0.36,2013-09-06,0017,N,VIIRS,n,1,281.1,0.7
43.3579,24.03696,341.2,0.57,0.43,2013-09-06,1142,N,VIIRS,n,1,306.8,7.1
43.35524,24.03645,339.4,0.57,0.43,2013-09-06,1142,N,VIIRS,n,1,308.7,9.8
43.35671,24.03126,298.3,0.53,0.42,2013-09-06,2358,N,VIIRS,n,1,282.2,0.6
43.38966,24.05356,352.7,0.42,0.45,2013-09-09,1045,N,VIIRS,n,1,314.9,11.9
43.3937,24.05197,348.2,0.42,0.45,2013-09-09,1045,N,VIIRS,n,1,315,21.3
43.39258,24.04699,340.7,0.42,0.45,2013-09-09,1045,N,VIIRS,n,1,312.4,11.1
43.40125,24.04209,367,0.78,0.78,2013-09-17,0955,N,VIIRS,h,1,295.2,27.8
43.39801,24.03302,340,0.78,0.78,2013-09-17,0955,N,VIIRS,n,1,290.6,13.9
43.40305,24.04198,367,0.78,0.78,2013-09-17,0955,N,VIIRS,h,1,292.5,17.4
43.39977,24.03296,353.5,0.78,0.78,2013-09-17,0955,N,VIIRS,n,1,291.3,17.4
43.36074,24.04037,334.8,0.49,0.4,2013-09-17,1135,N,VIIRS,n,1,300.6,4
43.36446,24.03965,345.6,0.49,0.4,2013-09-17,1135,N,VIIRS,n,1,295.8,4
43.36238,24.04555,331.6,0.49,0.4,2013-09-17,1135,N,VIIRS,n,1,286.1,5.7
43.36172,24.03947,337,0.49,0.4,2013-09-17,1135,N,VIIRS,n,1,301.7,5.7
43.37978,24.03571,297.5,0.46,0.39,2013-09-28,0005,N,VIIRS,n,1,277.5,0.7
43.38265,24.04501,330.1,0.43,0.38,2013-09-28,1129,N,VIIRS,l,1,300.1,2.6
43.38615,24.04421,346,0.43,0.38,2013-09-28,1129,N,VIIRS,n,1,297.8,5.8
43.38548,24.03884,354.5,0.43,0.38,2013-09-28,1129,N,VIIRS,n,1,304.3,18
43.34186,24.0271,326.6,0.39,0.36,2013-09-29,1110,N,VIIRS,n,1,295.5,0.9
43.34515,24.02608,353.2,0.39,0.36,2013-09-29,1110,N,VIIRS,n,1,301.3,5.9
43.34436,24.02132,333.2,0.39,0.36,2013-09-29,1110,N,VIIRS,n,1,297.3,5.9
43.34845,24.02506,347.7,0.39,0.36,2013-09-29,1110,N,VIIRS,n,1,297.4,5.9
43.39647,24.0422,334.9,0.34,0.56,2014-07-27,1033,N,VIIRS,n,1,281.1,9.9
43.39871,24.0503,367,0.34,0.56,2014-07-27,1033,N,VIIRS,l,1,281.6,19.2
43.39758,24.04625,367,0.34,0.56,2014-07-27,1033,N,VIIRS,l,1,288.4,9.9
43.40253,24.04377,340.5,0.34,0.56,2014-07-27,1033,N,VIIRS,n,1,278.9,9.9
43.39247,24.0676,332.3,0.39,0.59,2014-07-27,1214,N,VIIRS,n,1,288.2,6
43.39227,24.0626,331.1,0.39,0.59,2014-07-27,1214,N,VIIRS,n,1,290.6,6
43.39167,24.04755,341,0.39,0.59,2014-07-27,1214,N,VIIRS,n,1,291.1,6.9
43.39147,24.04252,332.6,0.39,0.59,2014-07-27,1214,N,VIIRS,n,1,291.1,6.9
43.39761,24.05696,348.4,0.39,0.59,2014-07-27,1214,N,VIIRS,n,1,290,10.7
43.39741,24.05198,350.9,0.39,0.59,2014-07-27,1214,N,VIIRS,n,1,290.4,10.7
43.39721,24.04699,367,0.39,0.59,2014-07-27,1214,N,VIIRS,l,1,289.5,6.9
43.397,24.04198,367,0.39,0.59,2014-07-27,1214,N,VIIRS,l,1,286.7,6.9
43.34776,24.04058,338.1,0.42,0.38,2014-10-13,1112,N,VIIRS,n,1,300.4,3.8
43.34686,24.03552,325.6,0.42,0.38,2014-10-13,1112,N,VIIRS,l,1,300.5,3.8
43.3404,24.0242,337.3,0.54,0.42,2014-10-19,1100,N,VIIRS,n,1,294,6.5
43.34146,24.02296,325.6,0.59,0.53,2014-10-20,1041,N,VIIRS,l,1,300,7.4
43.41236,24.01935,332.8,0.49,0.4,2014-10-22,1143,N,VIIRS,n,1,298.6,4.6
43.41394,24.02293,340.7,0.49,0.4,2014-10-22,1143,N,VIIRS,n,1,299.1,8.7
43.3261,24.02398,332.7,0.38,0.36,2015-08-07,1120,N,VIIRS,l,1,304.7,1.1
43.39562,24.04582,338.6,0.39,0.36,2015-09-03,1113,N,VIIRS,l,1,311.6,6.5
43.3937,24.01949,333.3,0.8,0.78,2015-09-07,0958,N,VIIRS,n,1,294.5,5.9
43.37305,24.03451,338.1,0.38,0.36,2015-09-08,1119,N,VIIRS,n,1,301.2,3.5
43.45897,24.05922,345.3,0.38,0.36,2015-09-08,1119,N,VIIRS,n,1,301.1,4
43.41972,24.03062,349.9,0.44,0.46,2015-09-17,1150,N,VIIRS,n,1,302.6,9.2
43.42113,24.04548,352,0.43,0.38,2015-09-18,1132,N,VIIRS,n,1,320.9,27.3
43.46637,24.03514,350,0.43,0.38,2015-09-18,1132,N,VIIRS,n,1,314,23.2
43.43549,24.04985,336.7,0.54,0.42,2015-09-20,1054,N,VIIRS,n,1,299.5,14.9
43.44205,24.0614,343,0.54,0.42,2015-09-20,1054,N,VIIRS,n,1,303.8,15.1
43.44066,24.05488,353.6,0.54,0.42,2015-09-20,1054,N,VIIRS,n,1,308.6,15.1
43.43928,24.04835,346.5,0.54,0.42,2015-09-20,1054,N,VIIRS,n,1,305.9,14.9
43.43739,24.06901,344.8,0.43,0.38,2015-10-04,1131,N,VIIRS,n,1,297.6,4.5
43.43674,24.0637,333.5,0.43,0.38,2015-10-04,1131,N,VIIRS,n,1,297.9,4.5
43.44087,24.06821,349.1,0.43,0.38,2015-10-04,1131,N,VIIRS,n,1,298.1,4.5
43.44436,24.06741,329.9,0.43,0.38,2015-10-04,1131,N,VIIRS,n,1,295.7,2.5
43.40412,24.0659,329.9,0.42,0.38,2015-11-01,1106,N,VIIRS,n,1,288.7,5
43.40347,24.04031,329.8,0.39,0.36,2016-07-12,0018,N,VIIRS,n,1,290.8,4.2
43.40016,24.03939,330.5,0.39,0.36,2016-07-12,0018,N,VIIRS,n,1,292.3,4.2
43.39946,24.04418,321.6,0.39,0.36,2016-07-12,0018,N,VIIRS,n,1,288,3.2
43.39424,24.03278,339.4,0.39,0.36,2016-07-12,0018,N,VIIRS,n,1,292,5.9
43.39494,24.028,304.1,0.39,0.36,2016-07-12,0018,N,VIIRS,n,1,290,3.2
43.47477,24.02905,313.8,0.6,0.53,2016-07-13,2340,N,VIIRS,n,1,289.7,2
43.46149,24.03926,341.2,0.44,0.46,2016-09-03,1148,N,VIIRS,n,1,300.4,2.1
43.46625,24.04411,339.2,0.44,0.46,2016-09-03,1148,N,VIIRS,n,1,300.5,2.6
43.4653,24.03307,340.7,0.44,0.46,2016-09-03,1148,N,VIIRS,n,1,304.2,5.7
43.46482,24.02753,354.5,0.44,0.46,2016-09-03,1148,N,VIIRS,n,1,305.4,6.4
43.46342,24.03689,347.7,0.44,0.46,2016-09-03,1148,N,VIIRS,n,1,302.9,8.6
43.4668,24.02507,341.5,0.44,0.46,2016-09-03,1148,N,VIIRS,n,1,302.8,4.6
43.42464,24.04007,350.5,0.47,0.4,2016-09-11,1057,N,VIIRS,n,1,304.9,5.7
43.42784,24.0488,295.8,0.63,0.72,2016-09-11,2314,N,VIIRS,n,1,283.2,0.8
43.42105,24.05669,300.1,0.63,0.72,2016-09-11,2314,N,VIIRS,n,1,283.1,1.4
43.42109,24.05613,327.3,0.44,0.46,2016-09-12,0055,N,VIIRS,n,1,284.9,2.5
43.42234,24.05085,316.1,0.44,0.46,2016-09-12,0055,N,VIIRS,n,1,284,4.6
43.45651,24.06454,348.8,0.63,0.54,2016-09-13,1200,N,VIIRS,n,1,306.8,6.4
43.43869,24.06697,344.7,0.42,0.45,2016-09-17,1045,N,VIIRS,n,1,302.4,4.4
43.43639,24.0568,346.4,0.42,0.45,2016-09-17,1045,N,VIIRS,n,1,305.3,6.5
43.46891,24.02271,334.3,0.42,0.45,2016-09-17,1045,N,VIIRS,l,1,305.5,2.9
43.3176,24.02195,333.3,0.56,0.43,2016-11-01,1142,N,VIIRS,n,1,288,5.4
43.42287,24.03082,337,0.68,0.74,2017-07-15,1001,N,VIIRS,n,1,281.1,5.8
43.37247,24.04213,330.1,0.42,0.61,2017-08-31,1020,N,VIIRS,l,1,305,2.2
43.34399,24.03558,334.9,0.42,0.45,2017-09-20,1045,N,VIIRS,n,1,298.5,3.7
43.44954,24.04406,344.3,0.66,0.73,2017-09-20,1226,N,VIIRS,n,1,289.3,6
43.45176,24.05117,332.5,0.43,0.38,2017-09-23,1129,N,VIIRS,n,1,297.9,3.1
43.45525,24.05038,332.2,0.43,0.38,2017-09-23,1129,N,VIIRS,n,1,298,3.1
43.37155,24.01928,336.4,0.39,0.36,2018-08-26,1110,N,VIIRS,l,1,308,6.8
43.34397,23.70291,337.4,0.38,0.36,2012-10-01,1114,N,VIIRS,n,1,305.8,2.5
43.42548,23.67884,297.1,0.42,0.61,2012-10-07,0117,N,VIIRS,n,1,282.8,0.6
43.26067,23.68595,341.6,0.44,0.46,2012-10-08,1042,N,VIIRS,n,1,294.3,4.3
43.34825,23.65534,367,0.36,0.58,2012-10-09,1204,N,VIIRS,h,1,296.8,5.6
43.4312,23.65458,343.4,0.36,0.58,2012-10-25,1204,N,VIIRS,n,1,294.4,2
43.32204,23.68114,350,0.61,0.71,2012-10-26,1005,N,VIIRS,n,1,293.5,8.7
43.44973,23.69278,325.2,0.42,0.38,2013-03-20,1127,N,VIIRS,l,1,298.8,1.9
43.31539,23.67037,333,0.48,0.4,2013-08-02,1057,N,VIIRS,n,1,301.4,3.4
43.43872,23.70084,330.8,0.43,0.62,2013-08-04,1019,N,VIIRS,n,1,300.3,3.9
43.44014,23.69659,334.9,0.43,0.62,2013-08-04,1020,N,VIIRS,n,1,300.4,3
43.43766,23.69035,304.7,0.39,0.37,2013-08-05,0017,N,VIIRS,n,1,290.7,0.5
43.3342,23.7095,346.4,0.77,0.77,2013-08-13,1232,N,VIIRS,n,1,297.8,12.9
43.33509,23.70597,355.7,0.77,0.77,2013-08-13,1232,N,VIIRS,n,1,297.9,13.4
43.34225,23.71693,335.4,0.77,0.77,2013-08-13,1232,N,VIIRS,n,1,295.6,11.7
43.34236,23.70673,345.2,0.77,0.77,2013-08-13,1232,N,VIIRS,n,1,296.5,10.7
43.25,23.67333,338.8,0.38,0.36,2013-08-17,1116,N,VIIRS,n,1,307,9.3
43.45346,23.66855,330,0.43,0.62,2013-08-20,1020,N,VIIRS,l,1,301.6,2.6
43.4617,23.67543,350.5,0.42,0.61,2013-08-20,1020,N,VIIRS,n,1,302.3,7.5
43.46024,23.67047,356.4,0.43,0.62,2013-08-20,1020,N,VIIRS,n,1,303.5,7.5
43.45878,23.6655,330.1,0.43,0.62,2013-08-20,1020,N,VIIRS,l,1,302.4,3.2
43.42971,23.6388,300.6,0.56,0.43,2013-09-06,2358,N,VIIRS,n,1,281.8,0.6
43.4161,23.66587,321.7,0.38,0.36,2013-09-27,0024,N,VIIRS,n,1,284,2.4
43.38962,23.63831,320,0.38,0.36,2013-09-27,0024,N,VIIRS,n,1,284.9,1.7
43.38634,23.63733,308,0.38,0.36,2013-09-27,0024,N,VIIRS,n,1,283.7,1.7
43.40275,23.67834,327,0.43,0.62,2013-10-07,1021,N,VIIRS,n,1,279.6,3
43.40134,23.67351,341.4,0.43,0.62,2013-10-07,1021,N,VIIRS,n,1,279.8,3
43.40107,23.66178,331.2,0.62,0.54,2013-10-07,1201,N,VIIRS,n,1,289.4,2.7
43.40093,23.6637,328.4,0.62,0.54,2013-10-07,1201,N,VIIRS,n,1,290.1,3.4
43.39977,23.67591,367,0.69,0.75,2013-10-08,1002,N,VIIRS,h,1,291,9.3
43.39709,23.66813,347.2,0.7,0.75,2013-10-08,1002,N,VIIRS,n,1,287.3,9.3
43.40335,23.66383,327.7,0.7,0.75,2013-10-08,1002,N,VIIRS,n,1,286.2,9.3
43.40032,23.67592,354.1,0.69,0.75,2013-10-08,1002,N,VIIRS,n,1,289.7,19.1
43.3976,23.66818,351.8,0.69,0.75,2013-10-08,1002,N,VIIRS,n,1,287.7,14.7
43.40387,23.66391,329.4,0.69,0.75,2013-10-08,1002,N,VIIRS,n,1,286.9,4.2
43.44501,23.63902,344.2,0.38,0.36,2013-10-20,1117,N,VIIRS,n,1,295.6,4.1
43.44428,23.63432,340.5,0.38,0.36,2013-10-20,1117,N,VIIRS,n,1,296.9,3.2
43.33026,23.62875,367,0.36,0.58,2014-02-17,1029,N,VIIRS,h,1,302.5,16
43.42154,23.65503,348.6,0.43,0.38,2014-08-10,1111,N,VIIRS,n,1,302.1,6.3
43.42057,23.64983,333,0.43,0.38,2014-08-10,1111,N,VIIRS,n,1,299.8,6.3
43.38977,23.64651,337,0.42,0.38,2014-08-14,1136,N,VIIRS,l,1,310.2,4.3
43.39321,23.64569,339.3,0.42,0.38,2014-08-14,1136,N,VIIRS,n,1,308.2,5.7
43.39666,23.64487,347.9,0.42,0.38,2014-08-14,1136,N,VIIRS,n,1,308.5,5.7
43.44893,23.67184,334.1,0.43,0.62,2014-08-23,1027,N,VIIRS,n,1,291.7,3.7
43.45041,23.66781,330.2,0.43,0.62,2014-08-23,1028,N,VIIRS,n,1,291.6,3.3
43.29496,23.63974,331.9,0.42,0.37,2015-03-26,1134,N,VIIRS,n,1,297.9,4.9
43.40105,23.68959,367,0.43,0.62,2015-04-30,1217,N,VIIRS,l,1,283.7,12.1
43.40003,23.68303,344.5,0.43,0.62,2015-04-30,1217,N,VIIRS,n,1,284.3,7.6
43.40019,23.68862,367,0.44,0.62,2015-04-30,1217,N,VIIRS,l,1,284.7,7.6
43.45253,23.62717,346.8,0.42,0.38,2015-07-16,1133,N,VIIRS,n,1,309.2,24.4
43.45187,23.62199,342.6,0.42,0.38,2015-07-16,1133,N,VIIRS,n,1,311.5,11.9
43.45597,23.62636,344.8,0.42,0.38,2015-07-16,1133,N,VIIRS,n,1,313.8,24.4
43.43964,23.62873,350.2,0.54,0.42,2015-07-26,1145,N,VIIRS,n,1,312.4,21.3
43.44284,23.62118,339.2,0.54,0.42,2015-07-26,1145,N,VIIRS,l,1,312.3,21.3
43.4389,23.62745,341.2,0.54,0.42,2015-07-26,1145,N,VIIRS,l,1,311.7,11.5
43.43433,23.65154,305.9,0.55,0.43,2015-07-27,0002,N,VIIRS,n,1,288.7,1.1
43.43666,23.64587,299.4,0.55,0.43,2015-07-27,0002,N,VIIRS,n,1,288.5,1
43.43273,23.64501,304.3,0.55,0.43,2015-07-27,0002,N,VIIRS,n,1,290.9,2
43.42411,23.67249,334.2,0.36,0.58,2015-07-30,1030,N,VIIRS,n,1,302.2,1.8
43.42266,23.67396,356.5,0.37,0.58,2015-07-30,1210,N,VIIRS,n,1,301.2,5.7
43.44132,23.61716,333.9,0.4,0.37,2015-08-02,1114,N,VIIRS,l,1,305.6,2.1
43.47306,23.70485,313.4,0.43,0.38,2015-08-10,0039,N,VIIRS,n,1,288.9,1.4
43.46966,23.70363,306.7,0.43,0.38,2015-08-10,0039,N,VIIRS,n,1,288.2,0.8
43.46469,23.695,339.2,0.43,0.62,2015-08-10,1024,N,VIIRS,n,1,302.1,4.3
43.42032,23.66241,347.1,0.43,0.38,2015-08-13,1107,N,VIIRS,n,1,306.9,4
43.41936,23.6572,339.8,0.43,0.38,2015-08-13,1107,N,VIIRS,n,1,307.5,4
43.41465,23.65988,367,0.6,0.7,2015-08-16,1011,N,VIIRS,h,1,297.4,21.2
43.41412,23.65824,367,0.6,0.7,2015-08-16,1011,N,VIIRS,h,1,297.5,15.6
43.41042,23.6579,342.5,0.43,0.46,2015-08-16,1151,N,VIIRS,n,1,305.6,3.4
43.41512,23.66274,340.8,0.43,0.46,2015-08-16,1151,N,VIIRS,n,1,305.5,5.5
43.41465,23.65735,336.8,0.43,0.46,2015-08-16,1151,N,VIIRS,n,1,307.1,3.4
43.41394,23.65976,353,0.43,0.46,2015-08-16,1151,N,VIIRS,n,1,308.1,6
43.46463,23.70464,336.1,0.39,0.36,2015-08-28,1126,N,VIIRS,l,1,309.4,2.8
43.47195,23.70774,342.8,0.39,0.36,2015-08-28,1126,N,VIIRS,n,1,312.7,4.1
43.45741,23.71188,333.2,0.62,0.54,2016-07-11,1201,N,VIIRS,n,1,298.6,6.7
43.47388,23.71503,348,0.55,0.42,2016-07-12,1142,N,VIIRS,n,1,310.8,8.5
43.45003,23.66725,306.4,0.42,0.61,2016-07-14,0120,N,VIIRS,n,1,289.2,5.6
43.46524,23.68923,341.1,0.64,0.72,2016-07-31,1226,N,VIIRS,n,1,296.5,5.2
43.46693,23.68911,338.9,0.64,0.72,2016-07-31,1226,N,VIIRS,n,1,296.3,6.7
43.39814,23.68335,328.6,0.61,0.53,2016-08-12,1201,N,VIIRS,n,1,296.6,3.3
43.42003,23.61304,296.9,0.56,0.43,2016-09-14,2358,N,VIIRS,n,1,284.6,0.8
43.44215,23.62774,334.9,0.52,0.5,2016-09-28,1039,N,VIIRS,n,1,300.7,3.5
43.44184,23.62983,331.1,0.52,0.67,2016-09-28,1219,N,VIIRS,n,1,299.6,4.1
43.44171,23.62319,344.4,0.52,0.67,2016-09-28,1219,N,VIIRS,n,1,298.3,4.1
43.43887,23.629,350,0.52,0.67,2016-09-28,1219,N,VIIRS,n,1,300.8,11.3
43.4234,23.71694,329,0.44,0.46,2016-10-03,1045,N,VIIRS,n,1,292,3.1
43.4492,23.61045,331.6,0.52,0.5,2016-10-30,1039,N,VIIRS,n,1,289.5,4.2
43.43008,23.63773,329,0.43,0.62,2016-10-31,1020,N,VIIRS,n,1,285.5,3.4
43.42661,23.64154,335,0.43,0.62,2016-10-31,1020,N,VIIRS,n,1,287.4,2.5
43.432,23.63869,325.7,0.43,0.62,2016-10-31,1020,N,VIIRS,n,1,285.1,2.5
43.44489,23.63194,350.8,0.61,0.54,2016-10-31,1201,N,VIIRS,n,1,289.9,14.7
43.46073,23.64594,338.4,0.61,0.54,2016-10-31,1201,N,VIIRS,n,1,289.5,12.6
43.31639,23.61145,326.7,0.42,0.46,2017-02-26,1147,N,VIIRS,n,1,287.5,1.8
43.25119,23.69096,332.8,0.39,0.36,2017-06-30,1122,N,VIIRS,l,1,303.9,3.9
43.25051,23.68617,344.5,0.39,0.36,2017-06-30,1122,N,VIIRS,n,1,305,6
43.45282,23.6688,340.4,0.35,0.57,2017-07-12,0113,N,VIIRS,n,1,292,7.7
43.45052,23.67708,301.7,0.35,0.57,2017-07-12,0113,N,VIIRS,n,1,291.6,1.3
43.45883,23.69541,367,0.36,0.58,2017-07-19,1206,N,VIIRS,h,1,301.7,9.9
43.45863,23.69082,346.6,0.36,0.58,2017-07-19,1206,N,VIIRS,n,1,296.5,9.9
43.46441,23.69962,343.3,0.36,0.58,2017-07-19,1206,N,VIIRS,n,1,296.6,12.7
43.46421,23.69503,339.6,0.36,0.58,2017-07-19,1206,N,VIIRS,n,1,298.7,9.9
43.46863,23.65931,310.5,0.53,0.5,2017-07-21,2345,N,VIIRS,n,1,288.2,2.2
43.46707,23.65848,315.2,0.53,0.5,2017-07-21,2345,N,VIIRS,n,1,288.1,1.8
43.36807,23.65895,328.1,0.53,0.5,2017-07-21,2345,N,VIIRS,n,1,289,2.5
43.36295,23.66491,310.6,0.53,0.5,2017-07-21,2345,N,VIIRS,n,1,288,2.1
43.3705,23.65956,305.4,0.53,0.5,2017-07-21,2345,N,VIIRS,n,1,288.2,2.2
43.36583,23.65898,323.6,0.53,0.5,2017-07-21,2345,N,VIIRS,n,1,288.1,2.2
43.36535,23.66553,318.7,0.53,0.5,2017-07-21,2345,N,VIIRS,n,1,288.3,2.1
43.37308,23.65347,303.8,0.49,0.65,2017-07-22,0125,N,VIIRS,n,1,287.7,3.6
43.3713,23.65925,315.4,0.49,0.65,2017-07-22,0125,N,VIIRS,n,1,287.6,1.8
43.46722,23.66601,319.1,0.39,0.36,2017-07-25,0029,N,VIIRS,n,1,292.4,1.5
43.44301,23.69237,301.5,0.46,0.63,2017-08-07,2326,N,VIIRS,n,1,288.4,0.6
43.43708,23.69213,302.1,0.46,0.63,2017-08-07,2326,N,VIIRS,n,1,288.8,0.6
43.438,23.69112,299.9,0.59,0.53,2017-08-08,0107,N,VIIRS,n,1,288.6,0.7
43.44827,23.66287,354.3,0.38,0.36,2017-09-13,1116,N,VIIRS,n,1,310.5,14.7
43.43808,23.65526,337.3,0.48,0.4,2017-09-14,1057,N,VIIRS,l,1,309.5,5.9
43.42365,23.70046,339.3,0.55,0.42,2017-09-17,1141,N,VIIRS,n,1,307.2,10.5
43.42824,23.70658,336.5,0.55,0.42,2017-09-17,1141,N,VIIRS,n,1,308.2,10.5
43.43216,23.70587,332.8,0.55,0.42,2017-09-17,1141,N,VIIRS,n,1,307.8,4.8
43.39981,23.64127,325.1,0.7,0.75,2017-10-03,1001,N,VIIRS,n,1,291.7,2.8
43.40942,23.62693,332.1,0.54,0.42,2017-10-03,1142,N,VIIRS,n,1,299.5,6.4
43.412,23.67783,343,0.44,0.46,2017-10-06,1045,N,VIIRS,n,1,293,6.8
43.30895,23.71286,330.1,0.61,0.54,2017-10-12,1033,N,VIIRS,n,1,294.5,4.6
43.40065,23.68293,330.8,0.47,0.4,2017-10-14,1135,N,VIIRS,n,1,291.6,4.6
43.40365,23.67627,335.6,0.47,0.4,2017-10-14,1135,N,VIIRS,n,1,293.6,4.3
43.41053,23.72017,339.2,0.43,0.62,2018-07-01,1019,N,VIIRS,n,1,300.2,4.2
43.40905,23.71514,340,0.43,0.62,2018-07-01,1019,N,VIIRS,n,1,301,4.2
43.41081,23.7165,352.8,0.43,0.62,2018-07-01,1019,N,VIIRS,n,1,301.6,9.2
43.41079,23.71127,326.5,0.61,0.53,2018-07-01,1200,N,VIIRS,l,1,299.7,7.9
43.43892,23.68444,345.9,0.63,0.72,2018-07-21,1225,N,VIIRS,n,1,295.7,13.5
43.44567,23.68459,367,0.63,0.72,2018-07-21,1225,N,VIIRS,h,1,297.6,13.5
43.44572,23.69282,350.7,0.63,0.72,2018-07-21,1225,N,VIIRS,n,1,298,13.5
43.44093,23.68467,367,0.63,0.72,2018-07-21,1225,N,VIIRS,h,1,299,23.7
43.44094,23.69284,342.9,0.63,0.72,2018-07-21,1225,N,VIIRS,n,1,293.9,23.9
42.9119,23.74799,297.8,0.37,0.58,2012-10-01,2331,N,VIIRS,n,1,286,0.6
43.1592,23.68212,333.3,0.39,0.36,2012-10-06,1120,N,VIIRS,n,1,302.5,1.6
43.15011,23.82551,343,0.55,0.42,2012-10-21,1139,N,VIIRS,n,1,292,6.1
43.154,23.82463,336.9,0.55,0.42,2012-10-21,1139,N,VIIRS,n,1,292.6,5.3
43.21354,23.83668,344.3,0.43,0.38,2013-04-21,1128,N,VIIRS,n,1,299.8,10.3
42.90723,23.76647,344.7,0.38,0.36,2013-08-17,1116,N,VIIRS,n,1,305.2,3.7
43.20589,23.76548,306.4,0.37,0.58,2013-08-17,2333,N,VIIRS,n,1,287.6,0.7
43.21035,23.7658,306.6,0.37,0.58,2013-08-17,2333,N,VIIRS,n,1,287.9,0.8
43.20494,23.76515,300,0.37,0.58,2013-08-17,2333,N,VIIRS,n,1,287.3,0.8
43.19472,23.63708,297.1,0.38,0.58,2013-08-17,2333,N,VIIRS,n,1,285.3,0.5
43.20953,23.76482,323.1,0.36,0.58,2013-08-18,0113,N,VIIRS,n,1,288.2,3
43.20826,23.76933,301.9,0.36,0.58,2013-08-18,0113,N,VIIRS,n,1,286.5,1.5
43.0667,23.70589,301,0.42,0.38,2013-09-01,0011,N,VIIRS,n,1,283.9,0.8
43.17259,23.76486,326.1,0.48,0.4,2013-10-19,1136,N,VIIRS,l,1,296.1,4.9
43.10693,23.79555,327.4,0.48,0.4,2013-12-24,1059,N,VIIRS,n,1,283.9,2.4
43.21197,23.80544,334.1,0.39,0.36,2014-01-13,1125,N,VIIRS,n,1,292.1,3.7
42.9024,23.77049,330.1,0.4,0.37,2014-01-19,1112,N,VIIRS,n,1,287.6,7.7
42.90158,23.76568,348.5,0.4,0.37,2014-01-19,1112,N,VIIRS,n,1,294.8,14.1
42.9057,23.7694,330.5,0.4,0.37,2014-01-19,1112,N,VIIRS,n,1,288.6,13.9
42.90489,23.7646,329.3,0.4,0.37,2014-01-19,1112,N,VIIRS,n,1,294.7,21.2
42.92346,23.76563,329.6,0.4,0.37,2014-01-19,1112,N,VIIRS,n,1,285.1,2.9
43.12024,23.75606,327.8,0.42,0.38,2014-02-19,1132,N,VIIRS,n,1,291.7,2.7
43.12304,23.75015,325,0.42,0.38,2014-02-19,1132,N,VIIRS,n,1,288.9,3.5
43.02361,23.83545,333.3,0.38,0.36,2014-03-13,1119,N,VIIRS,n,1,292.2,2.1
43.05863,23.76047,333.9,0.49,0.4,2014-03-14,1101,N,VIIRS,n,1,293.1,3.9
43.058,23.76521,333.1,0.48,0.4,2014-03-14,1101,N,VIIRS,n,1,294.7,3.8
43.06037,23.75777,334.7,0.49,0.4,2014-03-14,1101,N,VIIRS,n,1,293.7,3.8
42.92089,23.73174,336.3,0.53,0.5,2014-03-15,1042,N,VIIRS,n,1,293.3,5.1
43.10639,23.76895,333.9,0.37,0.58,2014-03-21,1210,N,VIIRS,n,1,299.7,2.1
43.15268,23.68692,333.4,0.37,0.58,2014-03-21,1210,N,VIIRS,n,1,302.1,1.9
43.10243,23.8186,296.3,0.38,0.36,2014-03-22,0027,N,VIIRS,n,1,277.6,0.2
43.09663,23.81197,302.8,0.38,0.36,2014-03-22,0027,N,VIIRS,n,1,278.7,0.7
43.0941,23.81397,338.3,0.43,0.46,2014-03-22,1151,N,VIIRS,n,1,301.1,5.1
43.09794,23.80843,326,0.43,0.46,2014-03-22,1151,N,VIIRS,l,1,297.2,1.8
43.10222,23.80803,329.1,0.43,0.46,2014-03-22,1151,N,VIIRS,n,1,298,1.8
43.18449,23.76757,339.7,0.48,0.4,2014-11-25,1105,N,VIIRS,n,1,272.4,4.7
43.15159,23.742,341.3,0.51,0.5,2014-12-24,1201,N,VIIRS,n,1,292.2,8.7
43.18049,23.75637,329.4,0.51,0.5,2014-12-24,1201,N,VIIRS,n,1,290.9,4.4
43.17897,23.75462,334.3,0.51,0.5,2014-12-24,1201,N,VIIRS,n,1,291.2,4.9
43.16756,23.71527,331.6,0.52,0.5,2015-03-18,1044,N,VIIRS,n,1,285.5,2.2
43.15208,23.72444,333.1,0.42,0.38,2015-03-26,1134,N,VIIRS,n,1,299,2.7
43.21113,23.64186,354.2,0.44,0.62,2015-07-25,1024,N,VIIRS,n,1,301.1,5.6
43.19179,23.73977,341.2,0.62,0.54,2015-08-04,1036,N,VIIRS,n,1,299.6,13.7
43.109,23.80346,332.3,0.43,0.62,2015-08-10,1023,N,VIIRS,n,1,297,7.2
43.10729,23.79755,348.8,0.43,0.62,2015-08-10,1023,N,VIIRS,n,1,296.9,7.6
43.10266,23.79675,367,0.43,0.62,2015-08-10,1023,N,VIIRS,h,1,302,11.5
43.10081,23.80533,342.7,0.62,0.54,2015-08-10,1204,N,VIIRS,n,1,301.5,13.9
43.10158,23.75401,342.3,0.44,0.46,2015-08-14,1048,N,VIIRS,n,1,304.3,6.9
42.92799,23.68511,343.9,0.42,0.37,2015-09-02,1132,N,VIIRS,n,1,309.9,6.3
43.08471,23.81971,328.5,0.47,0.4,2015-09-23,1138,N,VIIRS,n,1,294.9,2.5
43.08768,23.81693,348,0.47,0.4,2015-09-23,1138,N,VIIRS,n,1,297.7,12.3
